<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20210118,000000,1827.8000000,1843.3000000,1827.1000000,1838.8000000,88851
20210119,000000,1838.8000000,1850.4000000,1831.8000000,1849.1000000,140866
20210120,000000,1849.1000000,1872.8000000,1831.1000000,1870.9000000,234322
20210121,000000,1870.8000000,1874.6000000,1857.5000000,1863.4000000,150422
20210122,000000,1863.3000000,1863.5000000,1836.3000000,1855.5000000,167120
20210124,000000,1855.3000000,1859.6000000,1852.3000000,1853.7000000,18270
20210125,000000,1853.6000000,1867.4000000,1846.2000000,1855.5000000,155785
20210126,000000,1855.6000000,1859.3000000,1841.6000000,1845.6000000,114884
20210127,000000,1845.5000000,1851.5000000,1828.4000000,1835.1000000,107666
20210128,000000,1834.4000000,1862.9000000,1831.9000000,1844.4000000,23394
20210129,000000,1844.4000000,1878.9000000,1843.7000000,1849.8000000,249118
20210131,000000,1865.0000000,1870.0000000,1851.7000000,1862.7000000,39372
20210201,000000,1862.8000000,1876.0000000,1854.7000000,1856.0000000,210294
20210202,000000,1856.0000000,1859.2000000,1830.4000000,1841.4000000,214381
20210203,000000,1841.4000000,1843.6000000,1821.3000000,1822.9000000,142330
20210204,000000,1822.8000000,1827.8000000,1784.6000000,1795.3000000,252115
20210205,000000,1795.4000000,1816.0000000,1793.4000000,1815.2000000,150522
20210207,000000,1818.1000000,1819.6000000,1808.2000000,1810.7000000,20268
20210208,000000,1810.6000000,1844.8000000,1807.3000000,1842.5000000,166171
20210209,000000,1842.4000000,1849.5000000,1832.6000000,1844.8000000,148096
20210210,000000,1844.8000000,1856.6000000,1834.4000000,1836.3000000,167113
20210211,000000,1836.5000000,1848.6000000,1819.5000000,1822.5000000,139048
20210212,000000,1822.5000000,1831.5000000,1810.1000000,1824.8000000,153155
20210214,000000,1826.0000000,1827.1000000,1820.0000000,1822.4000000,13790
20210215,000000,1822.3000000,1827.0000000,1815.5000000,1824.9000000,68234
20210216,000000,1824.9000000,1825.9000000,1785.1000000,1792.1000000,286323
20210217,000000,1792.1000000,1792.9000000,1767.9000000,1781.4000000,255843
20210218,000000,1781.4000000,1788.8000000,1759.0000000,1766.1000000,236341
20210219,000000,1766.1000000,1790.9000000,1766.0000000,1783.1000000,190507
20210221,000000,1782.0000000,1788.3000000,1778.6000000,1782.8000000,28395
20210222,000000,1782.7000000,1815.2000000,1782.7000000,1811.9000000,209933
20210223,000000,1812.0000000,1813.3000000,1794.5000000,1808.6000000,181318
20210224,000000,1808.6000000,1809.2000000,1782.2000000,1796.4000000,217679
20210225,000000,1796.4000000,1799.8000000,1763.3000000,1765.8000000,310525
20210226,000000,1765.8000000,1768.5000000,1714.9000000,1733.0000000,306195
20210228,000000,1732.8000000,1749.6000000,1731.6000000,1747.8000000,32802
20210301,000000,1747.9000000,1757.4000000,1704.6000000,1711.1000000,242404
20210302,000000,1711.0000000,1739.1000000,1708.3000000,1733.5000000,201204
20210303,000000,1733.5000000,1734.1000000,1699.4000000,1713.1000000,240330
20210304,000000,1713.1000000,1721.6000000,1683.0000000,1689.2000000,254429
20210305,000000,1689.0000000,1705.7000000,1683.8000000,1698.2000000,178257
20210307,000000,1701.6000000,1712.0000000,1700.3000000,1704.8000000,33265
20210308,000000,1704.8000000,1706.6000000,1673.3000000,1685.1000000,192915
20210309,000000,1685.1000000,1718.7000000,1684.6000000,1711.1000000,200969
20210310,000000,1711.0000000,1732.4000000,1705.6000000,1730.0000000,159458
20210311,000000,1730.0000000,1738.0000000,1714.3000000,1716.8000000,162808
20210312,000000,1716.8000000,1728.0000000,1696.6000000,1725.8000000,168890
20210314,000000,1726.5000000,1732.6000000,1722.6000000,1725.6000000,21701
20210315,000000,1725.5000000,1733.2000000,1719.2000000,1732.0000000,135110
20210316,000000,1731.9000000,1740.5000000,1724.4000000,1734.7000000,158196
20210317,000000,1734.7000000,1754.2000000,1722.0000000,1747.4000000,216704
20210318,000000,1747.5000000,1751.4000000,1716.6000000,1730.6000000,236365
20210319,000000,1730.5000000,1746.1000000,1728.7000000,1743.9000000,159550
20210321,000000,1745.6000000,1747.0000000,1731.5000000,1739.2000000,27091
20210322,000000,1739.2000000,1742.1000000,1726.4000000,1734.7000000,158792
20210323,000000,1734.7000000,1742.0000000,1722.3000000,1730.6000000,176869
20210324,000000,1730.7000000,1738.4000000,1725.7000000,1734.4000000,124952
20210325,000000,1734.5000000,1744.8000000,1720.3000000,1723.2000000,192553
20210326,000000,1723.2000000,1735.5000000,1718.8000000,1731.6000000,94750
20210328,000000,1731.5000000,1732.6000000,1724.8000000,1727.8000000,10014
20210329,000000,1727.7000000,1728.0000000,1703.1000000,1705.2000000,61792
20210330,000000,1705.4000000,1706.5000000,1676.5000000,1679.6000000,32658
20210331,000000,1679.5000000,1716.3000000,1678.6000000,1713.6000000,197329
20210401,000000,1713.5000000,1732.0000000,1710.7000000,1730.3000000,143249
20210402,000000,1728.4000000,1728.4000000,1728.4000000,1728.4000000,1
20210404,000000,1728.4000000,1730.8000000,1725.2000000,1725.7000000,9161
20210405,000000,1725.8000000,1736.4000000,1721.6000000,1734.3000000,107309
20210406,000000,1734.4000000,1746.7000000,1728.2000000,1739.0000000,142967
20210407,000000,1739.1000000,1744.1000000,1731.2000000,1739.1000000,116305
20210408,000000,1739.1000000,1759.4000000,1739.1000000,1753.6000000,138556
20210409,000000,1753.5000000,1753.9000000,1730.8000000,1744.1000000,148445
20210411,000000,1744.5000000,1745.0000000,1737.2000000,1739.0000000,14820
20210412,000000,1739.1000000,1746.2000000,1727.0000000,1731.8000000,124097
20210413,000000,1731.8000000,1749.9000000,1723.2000000,1744.3000000,162783
20210414,000000,1744.3000000,1750.7000000,1732.3000000,1738.7000000,139760
20210415,000000,1738.7000000,1770.6000000,1737.9000000,1763.9000000,191924
20210416,000000,1763.8000000,1784.7000000,1761.9000000,1777.3000000,150060
20210418,000000,1778.8000000,1784.0000000,1773.3000000,1777.9000000,24450
20210419,000000,1777.9000000,1790.4000000,1765.6000000,1773.4000000,172660
20210420,000000,1773.4000000,1785.5000000,1763.5000000,1782.6000000,161062
20210421,000000,1782.6000000,1798.4000000,1777.7000000,1793.5000000,163078
20210422,000000,1793.6000000,1794.9000000,1777.1000000,1786.2000000,158458
20210423,000000,1786.2000000,1796.3000000,1769.5000000,1776.7000000,152918
20210425,000000,1776.1000000,1782.9000000,1773.6000000,1780.9000000,14907
20210426,000000,1780.8000000,1783.9000000,1768.2000000,1779.6000000,135340
20210427,000000,1779.5000000,1785.9000000,1765.5000000,1771.1000000,142989
20210428,000000,1771.1000000,1789.9000000,1761.8000000,1784.4000000,179389
20210429,000000,1784.4000000,1785.7000000,1754.6000000,1765.9000000,214109
20210430,000000,1765.9000000,1772.9000000,1763.3000000,1768.8000000,126145
20210502,000000,1768.1000000,1775.4000000,1765.6000000,1774.8000000,13591
20210503,000000,1774.8000000,1798.9000000,1772.0000000,1789.5000000,163466
20210504,000000,1789.5000000,1799.5000000,1769.2000000,1782.5000000,229531
20210505,000000,1782.5000000,1789.7000000,1769.3000000,1789.3000000,173253
20210506,000000,1789.4000000,1822.8000000,1787.5000000,1821.1000000,253222
20210507,000000,1821.0000000,1844.6000000,1817.5000000,1832.0000000,293248
20210509,000000,1835.4000000,1837.6000000,1830.5000000,1832.6000000,27501
20210510,000000,1832.5000000,1846.3000000,1831.9000000,1835.2000000,196543
20210511,000000,1835.0000000,1842.5000000,1817.8000000,1827.2000000,235893
20210512,000000,1827.3000000,1844.7000000,1813.0000000,1817.0000000,275479
20210513,000000,1817.1000000,1829.1000000,1808.4000000,1822.0000000,197473
20210514,000000,1822.0000000,1847.1000000,1821.8000000,1844.0000000,179487
20210516,000000,1845.9000000,1853.2000000,1842.6000000,1851.2000000,31798
20210517,000000,1851.2000000,1874.3000000,1844.0000000,1868.5000000,199578
20210518,000000,1868.5000000,1875.9000000,1863.5000000,1869.5000000,173805
20210519,000000,1869.5000000,1891.3000000,1852.2000000,1876.4000000,338986
20210520,000000,1876.3000000,1885.3000000,1865.0000000,1874.8000000,158246
20210521,000000,1874.7000000,1890.3000000,1870.3000000,1881.8000000,172135
20210523,000000,1883.5000000,1887.9000000,1880.4000000,1883.9000000,22785
20210524,000000,1884.0000000,1887.0000000,1873.2000000,1879.8000000,148638
20210525,000000,1879.7000000,1908.4000000,1873.7000000,1906.3000000,187427
20210526,000000,1906.3000000,1913.3000000,1890.7000000,1897.1000000,97353
20210527,000000,1897.0000000,1903.9000000,1888.2000000,1894.1000000,9846
20210528,000000,1894.3000000,1905.4000000,1881.9000000,1903.7000000,799
20210530,000000,1906.8000000,1913.4000000,1905.3000000,1911.5000000,23154
20210531,000000,1911.5000000,1917.0000000,1904.8000000,1914.0000000,71409
20210601,000000,1914.0000000,1919.2000000,1894.5000000,1899.9000000,206785
20210602,000000,1900.0000000,1912.3000000,1896.4000000,1907.5000000,152439
20210603,000000,1907.6000000,1907.7000000,1855.6000000,1871.7000000,278462
20210604,000000,1871.7000000,1899.0000000,1867.8000000,1894.1000000,181247
20210606,000000,1894.3000000,1894.6000000,1887.1000000,1889.9000000,17819
20210607,000000,1889.8000000,1906.2000000,1883.7000000,1898.5000000,139228
20210608,000000,1898.5000000,1906.9000000,1885.7000000,1897.2000000,164121
20210609,000000,1897.1000000,1901.7000000,1886.3000000,1889.2000000,142714
20210610,000000,1889.2000000,1903.6000000,1871.8000000,1901.7000000,238046
20210611,000000,1901.8000000,1906.2000000,1876.1000000,1879.5000000,192376
20210613,000000,1879.6000000,1879.7000000,1865.2000000,1867.1000000,33081
20210614,000000,1867.1000000,1872.0000000,1845.7000000,1865.1000000,223275
20210615,000000,1865.0000000,1870.9000000,1853.0000000,1859.3000000,144430
20210616,000000,1859.4000000,1866.0000000,1804.4000000,1823.6000000,234476
20210617,000000,1823.5000000,1823.5000000,1767.9000000,1786.4000000,359054
20210618,000000,1786.4000000,1797.9000000,1761.2000000,1763.9000000,223040
20210620,000000,1764.3000000,1777.0000000,1764.1000000,1774.5000000,26906
20210621,000000,1774.6000000,1790.1000000,1766.1000000,1788.9000000,177032
20210622,000000,1788.8000000,1789.1000000,1771.2000000,1781.8000000,162973
20210623,000000,1781.9000000,1795.6000000,1773.1000000,1775.8000000,173849
20210624,000000,1775.8000000,1788.6000000,1772.7000000,1777.6000000,141087
20210625,000000,1777.6000000,1791.0000000,1775.5000000,1781.8000000,138290
20210627,000000,1782.0000000,1782.9000000,1770.4000000,1779.1000000,30707
20210628,000000,1779.0000000,1786.1000000,1773.1000000,1775.1000000,140664
20210629,000000,1775.1000000,1779.0000000,1750.1000000,1761.3000000,227294
20210630,000000,1761.2000000,1776.5000000,1753.2000000,1776.3000000,166720
20210701,000000,1776.3000000,1783.4000000,1768.0000000,1779.3000000,157357
20210702,000000,1779.2000000,1795.9000000,1774.4000000,1787.7000000,182440
20210704,000000,1787.5000000,1790.6000000,1784.7000000,1785.7000000,12023
20210705,000000,1785.8000000,1801.4000000,1784.8000000,1797.7000000,66623
20210706,000000,1797.7000000,1815.7000000,1790.2000000,1801.0000000,203404
20210707,000000,1800.9000000,1810.2000000,1796.3000000,1797.5000000,158111
20210708,000000,1797.4000000,1819.5000000,1793.5000000,1805.5000000,197822
20210709,000000,1805.6000000,1813.0000000,1796.6000000,1808.6000000,118962
20210711,000000,1808.5000000,1811.0000000,1802.3000000,1803.0000000,18476
20210712,000000,1803.0000000,1813.8000000,1791.0000000,1809.8000000,150593
20210713,000000,1809.8000000,1818.0000000,1798.7000000,1813.2000000,190889
20210714,000000,1813.2000000,1831.1000000,1810.2000000,1826.4000000,178459
20210715,000000,1826.4000000,1835.0000000,1820.6000000,1828.3000000,138080
20210716,000000,1828.4000000,1828.7000000,1809.5000000,1812.5000000,152014
20210718,000000,1811.6000000,1818.0000000,1810.9000000,1813.5000000,15951
20210719,000000,1813.5000000,1819.8000000,1795.0000000,1818.0000000,189083
20210720,000000,1818.0000000,1825.9000000,1805.2000000,1809.3000000,179420
20210721,000000,1809.3000000,1814.4000000,1794.3000000,1798.4000000,157605
20210722,000000,1798.3000000,1809.2000000,1791.9000000,1803.4000000,144676
20210723,000000,1803.4000000,1810.7000000,1789.1000000,1802.1000000,140002
20210725,000000,1802.3000000,1807.8000000,1798.6000000,1807.1000000,16995
20210726,000000,1807.1000000,1812.0000000,1794.2000000,1798.9000000,131853
20210727,000000,1798.9000000,1807.6000000,1792.8000000,1806.4000000,130263
20210728,000000,1806.4000000,1816.5000000,1790.7000000,1814.5000000,87639
20210729,000000,1814.1000000,1835.3000000,1813.8000000,1833.0000000,29329
20210730,000000,1832.9000000,1835.5000000,1813.1000000,1816.9000000,127616
20210801,000000,1817.0000000,1819.9000000,1811.4000000,1814.8000000,25402
20210802,000000,1814.9000000,1823.2000000,1808.2000000,1813.7000000,141092
20210803,000000,1813.7000000,1818.6000000,1809.5000000,1816.5000000,96053
20210804,000000,1816.5000000,1835.9000000,1808.3000000,1813.7000000,234056
20210805,000000,1813.7000000,1817.9000000,1799.7000000,1803.4000000,162773
20210806,000000,1803.4000000,1804.6000000,1759.5000000,1763.5000000,281110
20210808,000000,1765.0000000,1765.7000000,1677.9000000,1739.2000000,91685
20210809,000000,1739.3000000,1754.0000000,1725.1000000,1738.4000000,200920
20210810,000000,1738.3000000,1739.4000000,1718.5000000,1734.6000000,171184
20210811,000000,1734.6000000,1756.7000000,1729.4000000,1752.2000000,171364
20210812,000000,1752.1000000,1759.6000000,1742.6000000,1756.5000000,129773
20210813,000000,1756.5000000,1781.9000000,1755.7000000,1781.5000000,128686
20210815,000000,1781.0000000,1784.4000000,1778.0000000,1778.2000000,16264
20210816,000000,1778.2000000,1791.3000000,1772.0000000,1787.7000000,126564
20210817,000000,1787.7000000,1797.6000000,1782.1000000,1792.1000000,138236
20210818,000000,1792.0000000,1795.7000000,1774.6000000,1781.4000000,136952
20210819,000000,1781.4000000,1795.0000000,1777.0000000,1787.4000000,134088
20210820,000000,1787.4000000,1791.0000000,1780.0000000,1782.6000000,91646
20210822,000000,1781.2000000,1790.3000000,1778.0000000,1788.6000000,20007
20210823,000000,1788.5000000,1809.1000000,1785.8000000,1803.4000000,138091
20210824,000000,1803.4000000,1812.2000000,1795.1000000,1796.4000000,122769
20210825,000000,1796.3000000,1799.9000000,1784.0000000,1789.3000000,143808
20210826,000000,1789.3000000,1801.8000000,1781.3000000,1800.3000000,133145
20210827,000000,1800.3000000,1821.9000000,1785.8000000,1820.5000000,166753
20210829,000000,1821.6000000,1826.5000000,1816.0000000,1817.9000000,22419
20210830,000000,1817.9000000,1821.0000000,1810.0000000,1818.2000000,91474
20210831,000000,1818.2000000,1821.9000000,1803.4000000,1817.7000000,160657
20210901,000000,1817.6000000,1822.7000000,1810.6000000,1813.2000000,128547
20210902,000000,1813.1000000,1819.6000000,1806.5000000,1814.5000000,108541
20210903,000000,1814.5000000,1836.9000000,1812.4000000,1829.9000000,167596
20210905,000000,1833.5000000,1833.5000000,1827.4000000,1828.1000000,12931
20210906,000000,1828.1000000,1830.4000000,1823.6000000,1825.2000000,42045
20210907,000000,1825.1000000,1825.4000000,1793.7000000,1799.7000000,201931
20210908,000000,1799.7000000,1804.4000000,1783.1000000,1790.0000000,153316
20210909,000000,1790.0000000,1803.4000000,1785.1000000,1799.9000000,147584
20210910,000000,1800.0000000,1806.0000000,1788.2000000,1788.2000000,113150
20210912,000000,1789.8000000,1794.0000000,1784.4000000,1793.8000000,15164
20210913,000000,1793.8000000,1800.2000000,1786.1000000,1792.3000000,102110
20210914,000000,1792.3000000,1810.6000000,1780.6000000,1805.0000000,191146
20210915,000000,1805.0000000,1808.5000000,1791.7000000,1792.4000000,137098
20210916,000000,1792.2000000,1793.1000000,1745.5000000,1758.6000000,240616
20210917,000000,1758.6000000,1767.8000000,1747.1000000,1753.9000000,154273
20210919,000000,1754.2000000,1755.6000000,1742.3000000,1746.4000000,20792
20210920,000000,1746.3000000,1768.4000000,1745.0000000,1762.5000000,134488
20210921,000000,1762.5000000,1782.8000000,1758.3000000,1778.1000000,139272
20210922,000000,1778.2000000,1788.4000000,1760.9000000,1764.3000000,160358
20210923,000000,1764.3000000,1777.1000000,1737.5000000,1752.0000000,207419
20210924,000000,1752.0000000,1758.0000000,1740.2000000,1750.6000000,123521
20210926,000000,1751.8000000,1760.9000000,1748.3000000,1759.3000000,14048
20210927,000000,1759.4000000,1760.8000000,1744.7000000,1749.7000000,124232
20210928,000000,1749.6000000,1751.9000000,1727.8000000,1740.7000000,195988
20210929,000000,1740.7000000,1746.0000000,1721.1000000,1732.7000000,167541
20210930,000000,1732.6000000,1765.0000000,1721.8000000,1754.5000000,219646
20211001,000000,1754.4000000,1765.2000000,1749.9000000,1761.3000000,127114
20211003,000000,1762.6000000,1766.5000000,1757.9000000,1759.0000000,14714
20211004,000000,1758.9000000,1771.5000000,1747.7000000,1760.2000000,159943
20211005,000000,1760.1000000,1763.8000000,1748.6000000,1756.0000000,143008
20211006,000000,1756.0000000,1765.9000000,1745.4000000,1760.6000000,153676
20211007,000000,1760.6000000,1767.7000000,1752.0000000,1759.3000000,143462
20211008,000000,1759.4000000,1782.4000000,1754.3000000,1757.2000000,214635
20211010,000000,1757.4000000,1761.1000000,1751.0000000,1755.4000000,22047
20211011,000000,1755.3000000,1760.5000000,1749.9000000,1758.6000000,107498
20211012,000000,1758.7000000,1770.0000000,1753.9000000,1762.2000000,154316
20211013,000000,1762.1000000,1797.4000000,1757.9000000,1789.4000000,289965
20211014,000000,1789.4000000,1801.9000000,1789.2000000,1796.0000000,149933
20211015,000000,1796.1000000,1796.3000000,1765.1000000,1768.1000000,184732
20211017,000000,1767.5000000,1772.5000000,1764.8000000,1767.9000000,17847
20211018,000000,1767.8000000,1775.5000000,1760.3000000,1775.2000000,146426
20211019,000000,1775.3000000,1786.0000000,1767.1000000,1774.2000000,164404
20211020,000000,1774.3000000,1790.3000000,1773.3000000,1786.9000000,166162
20211021,000000,1786.9000000,1789.0000000,1776.8000000,1788.0000000,134611
20211022,000000,1787.9000000,1815.5000000,1783.4000000,1793.1000000,277032
20211024,000000,1794.2000000,1799.9000000,1793.0000000,1799.3000000,17640
20211025,000000,1799.2000000,1811.5000000,1796.7000000,1804.5000000,141561
20211026,000000,1804.5000000,1808.0000000,1783.0000000,1790.1000000,193681
20211027,000000,1790.1000000,1805.1000000,1784.3000000,1800.5000000,182937
20211028,000000,1800.5000000,1812.7000000,1793.1000000,1798.2000000,198711
20211029,000000,1798.1000000,1800.5000000,1772.4000000,1785.0000000,226059
20211031,000000,1785.3000000,1788.5000000,1780.2000000,1785.7000000,14100
20211101,000000,1785.7000000,1797.5000000,1781.9000000,1792.3000000,124939
20211102,000000,1792.3000000,1797.8000000,1779.8000000,1783.7000000,140225
20211103,000000,1783.7000000,1786.8000000,1758.5000000,1775.4000000,213738
20211104,000000,1775.4000000,1800.3000000,1770.9000000,1794.3000000,208003
20211105,000000,1794.1000000,1820.1000000,1785.3000000,1820.0000000,221555
20211107,000000,1820.6000000,1823.0000000,1814.5000000,1821.7000000,26596
20211108,000000,1821.6000000,1828.8000000,1813.8000000,1825.5000000,146452
20211109,000000,1825.4000000,1834.8000000,1821.0000000,1828.3000000,167629
20211110,000000,1828.2000000,1870.6000000,1823.0000000,1851.5000000,276628
20211111,000000,1851.5000000,1868.7000000,1851.1000000,1859.7000000,144197
20211112,000000,1859.6000000,1871.4000000,1847.5000000,1867.7000000,153639
20211114,000000,1872.6000000,1872.6000000,1858.8000000,1861.2000000,22187
20211115,000000,1861.2000000,1873.0000000,1858.5000000,1868.0000000,118221
20211116,000000,1868.1000000,1879.5000000,1851.0000000,1856.2000000,202094
20211117,000000,1856.2000000,1873.3000000,1853.8000000,1868.2000000,137811
20211118,000000,1868.1000000,1872.0000000,1856.6000000,1864.4000000,136991
20211119,000000,1864.3000000,1868.1000000,1844.2000000,1846.8000000,172612
20211121,000000,1848.3000000,1850.4000000,1839.9000000,1848.7000000,17804
20211122,000000,1848.6000000,1850.0000000,1802.4000000,1807.8000000,243656
20211123,000000,1807.8000000,1810.6000000,1781.7000000,1793.7000000,187276
20211124,000000,1793.7000000,1796.2000000,1777.4000000,1791.9000000,130095
20211125,000000,1791.9000000,1804.1000000,1787.7000000,1797.3000000,55158
20211126,000000,1797.3000000,1816.3000000,1778.6000000,1792.3000000,95605
20211128,000000,1791.7000000,1798.9000000,1780.0000000,1798.4000000,6987
20211129,000000,1798.9000000,1800.7000000,1779.1000000,1790.0000000,26805
20211130,000000,1790.0000000,1811.4000000,1771.2000000,1780.8000000,239550
20211201,000000,1780.7000000,1795.7000000,1771.3000000,1777.6000000,163286
20211202,000000,1777.6000000,1782.7000000,1762.2000000,1772.6000000,163742
20211203,000000,1772.6000000,1788.0000000,1766.0000000,1783.9000000,148170
20211205,000000,1787.7000000,1789.0000000,1781.3000000,1782.2000000,26373
20211206,000000,1782.1000000,1786.5000000,1776.4000000,1778.2000000,99487
20211207,000000,1778.1000000,1791.6000000,1772.4000000,1790.1000000,123220
20211208,000000,1790.0000000,1794.3000000,1780.1000000,1786.7000000,104810
20211209,000000,1786.7000000,1788.4000000,1772.1000000,1778.7000000,116120
20211210,000000,1778.6000000,1791.0000000,1770.4000000,1783.1000000,123747
20211212,000000,1784.2000000,1790.1000000,1782.3000000,1786.8000000,24404
20211213,000000,1786.8000000,1792.8000000,1782.2000000,1786.1000000,103177
20211214,000000,1786.2000000,1789.0000000,1766.1000000,1770.7000000,146008
20211215,000000,1770.6000000,1784.6000000,1753.0000000,1782.5000000,163713
20211216,000000,1782.6000000,1805.3000000,1781.5000000,1803.4000000,162792
20211217,000000,1803.4000000,1815.7000000,1796.5000000,1798.6000000,125857
20211219,000000,1800.2000000,1803.3000000,1799.0000000,1801.8000000,22909
20211220,000000,1801.8000000,1804.6000000,1789.0000000,1792.3000000,114795
20211221,000000,1792.4000000,1801.7000000,1785.0000000,1789.0000000,116816
20211222,000000,1788.9000000,1809.1000000,1785.8000000,1807.3000000,109075
20211223,000000,1807.4000000,1812.0000000,1799.0000000,1810.1000000,86495
20211226,000000,1810.2000000,1813.0000000,1806.7000000,1810.2000000,11801
20211227,000000,1810.2000000,1814.6000000,1803.6000000,1810.9000000,74990
20211228,000000,1810.9000000,1821.6000000,1804.3000000,1805.9000000,100784
20211229,000000,1805.9000000,1807.6000000,1789.1000000,1800.8000000,134315
20211230,000000,1800.7000000,1820.0000000,1796.2000000,1818.5000000,105570
20211231,000000,1818.6000000,1831.4000000,1816.1000000,1830.5000000,81860
20220102,000000,1830.1000000,1833.0000000,1825.0000000,1826.1000000,13644
20220103,000000,1826.2000000,1828.0000000,1798.2000000,1803.0000000,157987
20220104,000000,1803.0000000,1817.2000000,1798.1000000,1815.0000000,145713
20220105,000000,1815.0000000,1830.7000000,1804.9000000,1805.1000000,163439
20220106,000000,1805.2000000,1807.4000000,1785.4000000,1792.2000000,194439
20220107,000000,1792.3000000,1798.4000000,1781.3000000,1796.5000000,150773
20220109,000000,1796.4000000,1796.4000000,1789.5000000,1791.5000000,14217
20220110,000000,1791.5000000,1807.4000000,1789.3000000,1806.1000000,131475
20220111,000000,1806.1000000,1823.1000000,1801.1000000,1818.0000000,142331
20220112,000000,1818.0000000,1828.2000000,1814.4000000,1826.0000000,141991
20220113,000000,1825.9000000,1828.3000000,1811.8000000,1825.8000000,141919
20220114,000000,1825.8000000,1829.3000000,1814.2000000,1817.3000000,136105
20220116,000000,1818.7000000,1819.8000000,1812.2000000,1819.0000000,13364
20220117,000000,1819.0000000,1822.9000000,1814.2000000,1816.9000000,56707
20220118,000000,1816.9000000,1819.9000000,1804.7000000,1811.1000000,197470
20220119,000000,1810.9000000,1844.4000000,1810.6000000,1840.1000000,245337
20220120,000000,1840.0000000,1848.5000000,1836.2000000,1841.8000000,159455
20220121,000000,1841.8000000,1843.7000000,1828.4000000,1836.1000000,151941
20220123,000000,1835.2000000,1837.9000000,1832.2000000,1837.8000000,13587
20220124,000000,1837.9000000,1844.9000000,1829.3000000,1842.1000000,165040
20220125,000000,1842.2000000,1854.2000000,1834.4000000,1847.5000000,152762
20220126,000000,1847.5000000,1848.9000000,1812.2000000,1814.7000000,189646
20220127,000000,1814.5000000,1816.4000000,1790.6000000,1797.0000000,117391
20220128,000000,1797.2000000,1797.5000000,1778.8000000,1790.1000000,9897
20220130,000000,1792.8000000,1792.8000000,1785.8000000,1787.7000000,12123
20220131,000000,1787.6000000,1800.9000000,1786.3000000,1800.0000000,123005
20220201,000000,1800.1000000,1809.7000000,1797.6000000,1798.0000000,123209
20220202,000000,1798.0000000,1812.0000000,1794.6000000,1806.9000000,114924
20220203,000000,1807.0000000,1809.0000000,1788.5000000,1807.3000000,165976
20220204,000000,1807.3000000,1815.8000000,1792.1000000,1808.8000000,163543
20220206,000000,1808.0000000,1816.6000000,1807.5000000,1811.2000000,18651
20220207,000000,1811.1000000,1824.6000000,1809.0000000,1822.0000000,127823
20220208,000000,1822.0000000,1829.9000000,1816.0000000,1828.4000000,131440
20220209,000000,1828.4000000,1837.1000000,1825.5000000,1835.1000000,123632
20220210,000000,1835.2000000,1843.3000000,1821.8000000,1824.5000000,216332
20220211,000000,1824.5000000,1867.4000000,1821.1000000,1860.6000000,210496
20220213,000000,1862.2000000,1864.0000000,1852.5000000,1852.9000000,29414
20220214,000000,1852.8000000,1881.3000000,1851.9000000,1879.6000000,210592
20220215,000000,1879.7000000,1881.6000000,1845.4000000,1854.4000000,192304
20220216,000000,1854.4000000,1878.9000000,1852.3000000,1876.2000000,149595
20220217,000000,1876.1000000,1905.0000000,1872.3000000,1892.3000000,243937
20220218,000000,1892.2000000,1902.5000000,1888.0000000,1900.8000000,127526
20220220,000000,1903.5000000,1910.8000000,1891.3000000,1894.0000000,33750
20220221,000000,1893.9000000,1918.3000000,1889.7000000,1910.3000000,103122
20220222,000000,1910.2000000,1915.7000000,1892.8000000,1899.0000000,183585
20220223,000000,1898.9000000,1951.0000000,1891.1000000,1937.7000000,212560
20220224,000000,1937.8000000,1976.5000000,1878.6000000,1913.6000000,353324
20220225,000000,1913.5000000,1922.4000000,1884.4000000,1890.1000000,183142
20220227,000000,1921.0000000,1935.2000000,1905.2000000,1913.6000000,45198
20220228,000000,1913.3000000,1920.7000000,1892.2000000,1907.3000000,203218
20220301,000000,1907.3000000,1952.6000000,1906.2000000,1939.2000000,222259
20220302,000000,1939.1000000,1951.4000000,1916.0000000,1926.3000000,203972
20220303,000000,1926.2000000,1954.5000000,1923.1000000,1941.7000000,186220
20220304,000000,1941.8000000,1974.9000000,1936.4000000,1974.9000000,180631
20220306,000000,1978.5000000,2005.2000000,1977.0000000,1994.4000000,58241
20220307,000000,1994.5000000,2007.5000000,1964.2000000,1996.1000000,256821
20220308,000000,1996.1000000,2078.8000000,1994.4000000,2061.2000000,373467
20220309,000000,2061.3000000,2066.6000000,1975.0000000,1984.5000000,292044
20220310,000000,1984.4000000,2015.1000000,1980.2000000,1992.7000000,195046
20220311,000000,1992.6000000,2000.6000000,1960.6000000,1992.3000000,158656
20220313,000000,1988.7000000,1994.8000000,1973.1000000,1980.0000000,17565
20220314,000000,1980.0000000,1982.6000000,1941.3000000,1944.6000000,135595
20220315,000000,1944.5000000,1944.7000000,1908.1000000,1919.9000000,169358
20220316,000000,1919.7000000,1939.5000000,1895.2000000,1937.5000000,158569
20220317,000000,1937.7000000,1951.0000000,1927.2000000,1935.7000000,123963
20220318,000000,1935.7000000,1941.9000000,1918.0000000,1921.5000000,102436
20220320,000000,1922.4000000,1929.0000000,1918.4000000,1926.7000000,12642
20220321,000000,1926.5000000,1941.8000000,1917.2000000,1937.7000000,102801
20220322,000000,1937.9000000,1939.5000000,1909.8000000,1921.8000000,113576
